Player,Team,Position,GW,Predicted Points
Zinchenko,ARS,DEF,26,2.9
Cook,BOU,MID,21,2.9
Cook,BOU,MID,22,2.8
Cook,BOU,MID,23,2.9
Cook,BOU,MID,24,2.7
Cook,BOU,MID,25,3.4
Cook,BOU,MID,26,3.0
Milenković,NFO,DEF,21,2.9
Milenković,NFO,DEF,22,2.6
Milenković,NFO,DEF,23,2.7
Milenković,NFO,DEF,24,2.7
Milenković,NFO,DEF,25,2.9
Milenković,NFO,DEF,26,3.1
Toti,WOL,DEF,21,2.9
Toti,WOL,DEF,22,2.8
Toti,WOL,DEF,23,2.6
Toti,WOL,DEF,24,2.6
Toti,WOL,DEF,25,2.9
Toti,WOL,DEF,26,2.5
Chalobah,CRY,DEF,21,2.9
Chalobah,CRY,DEF,22,3.0
Chalobah,CRY,DEF,23,2.8
Chalobah,CRY,DEF,24,2.9
Chalobah,CRY,DEF,25,2.8
Chalobah,CRY,DEF,26,2.9
Mateta,CRY,FWD,21,2.9
Mateta,CRY,FWD,22,2.8
Mateta,CRY,FWD,23,2.9
Mateta,CRY,FWD,24,2.6
Mateta,CRY,FWD,25,3.0
Mateta,CRY,FWD,26,2.5
Walker-Peters,SOU,DEF,21,2.9
Walker-Peters,SOU,DEF,22,2.7
Walker-Peters,SOU,DEF,23,2.9
Walker-Peters,SOU,DEF,24,2.6
Walker-Peters,SOU,DEF,25,2.9
Walker-Peters,SOU,DEF,26,2.8
Virgil,LIV,DEF,21,2.9
Virgil,LIV,DEF,22,3.2
Virgil,LIV,DEF,23,2.8
Virgil,LIV,DEF,24,2.8
Virgil,LIV,DEF,25,2.9
Virgil,LIV,DEF,26,3.2
Davis,IPS,DEF,21,2.8
Davis,IPS,DEF,22,2.8
Davis,IPS,DEF,23,3.0
Davis,IPS,DEF,24,2.7
Davis,IPS,DEF,25,3.0
Davis,IPS,DEF,26,2.9
Stones,MCI,DEF,21,2.8
Stones,MCI,DEF,22,2.4
Stones,MCI,DEF,23,2.5
Stones,MCI,DEF,24,2.7
Stones,MCI,DEF,25,2.5
Stones,MCI,DEF,26,2.6
João Pedro,BHA,FWD,21,2.8
João Pedro,BHA,FWD,22,2.8
João Pedro,BHA,FWD,23,3.2
João Pedro,BHA,FWD,24,2.6
João Pedro,BHA,FWD,25,2.7
João Pedro,BHA,FWD,26,3.2
Digne,AVL,DEF,21,2.8
Digne,AVL,DEF,22,3.0
Digne,AVL,DEF,23,3.0
Digne,AVL,DEF,24,3.0
Digne,AVL,DEF,25,3.0
Digne,AVL,DEF,26,2.9
Mitoma,BHA,MID,21,2.8
Mitoma,BHA,MID,22,2.8
Mitoma,BHA,MID,23,3.1
Mitoma,BHA,MID,24,2.7
Mitoma,BHA,MID,25,2.9
Mitoma,BHA,MID,26,3.3
Huijsen,BOU,DEF,21,2.8
Huijsen,BOU,DEF,22,2.8
Huijsen,BOU,DEF,23,2.7
Huijsen,BOU,DEF,24,2.8
Huijsen,BOU,DEF,25,2.6
Huijsen,BOU,DEF,26,2.7
Dragusin,TOT,DEF,21,2.8
Dragusin,TOT,DEF,22,2.4
Dragusin,TOT,DEF,23,2.5
Dragusin,TOT,DEF,24,2.8
Dragusin,TOT,DEF,25,2.3
Dragusin,TOT,DEF,26,2.4
Anderson,NFO,MID,21,2.8
Anderson,NFO,MID,22,3.1
Anderson,NFO,MID,23,2.2
Anderson,NFO,MID,24,3.0
Anderson,NFO,MID,25,2.3
Anderson,NFO,MID,26,2.2
Chilwell,CHE,DEF,21,2.8
Chilwell,CHE,DEF,22,2.8
Chilwell,CHE,DEF,23,3.0
Chilwell,CHE,DEF,24,2.8
Chilwell,CHE,DEF,25,2.7
Chilwell,CHE,DEF,26,2.9
Vardy,LEI,FWD,21,2.8
Vardy,LEI,FWD,22,2.7
Vardy,LEI,FWD,23,2.6
Vardy,LEI,FWD,24,2.6
Vardy,LEI,FWD,25,2.4
Vardy,LEI,FWD,26,2.7
N.Semedo,WOL,DEF,21,2.8
N.Semedo,WOL,DEF,22,2.7
N.Semedo,WOL,DEF,23,2.4
N.Semedo,WOL,DEF,24,2.4
N.Semedo,WOL,DEF,25,2.8
N.Semedo,WOL,DEF,26,2.4
Andreas,FUL,MID,21,2.8
Andreas,FUL,MID,22,2.7
Andreas,FUL,MID,23,2.4
Andreas,FUL,MID,24,2.3
Andreas,FUL,MID,25,2.5
Andreas,FUL,MID,26,2.4
Estupiñan,BHA,DEF,21,2.8
Estupiñan,BHA,DEF,22,3.0
Estupiñan,BHA,DEF,23,2.8
Estupiñan,BHA,DEF,24,2.8
Estupiñan,BHA,DEF,25,2.9
Estupiñan,BHA,DEF,26,3.0
Collins,BRE,DEF,21,2.8
Collins,BRE,DEF,22,2.9
Collins,BRE,DEF,23,2.9
Collins,BRE,DEF,24,2.8
Collins,BRE,DEF,25,2.9
Collins,BRE,DEF,26,2.8
Mavididi,LEI,MID,21,2.8
Mavididi,LEI,MID,22,2.7
Mavididi,LEI,MID,23,2.5
Mavididi,LEI,MID,24,2.3
Mavididi,LEI,MID,25,2.3
Mavididi,LEI,MID,26,2.7
Lewis,MCI,DEF,21,2.8
Lewis,MCI,DEF,22,2.3
Lewis,MCI,DEF,23,2.4
Lewis,MCI,DEF,24,2.7
Lewis,MCI,DEF,25,2.4
Lewis,MCI,DEF,26,2.5
Højlund,MUN,FWD,21,2.8
Højlund,MUN,FWD,22,2.5
Højlund,MUN,FWD,23,2.4
Højlund,MUN,FWD,24,2.6
Højlund,MUN,FWD,25,2.5
Højlund,MUN,FWD,26,2.5
Kilman,WHU,DEF,21,2.8
Kilman,WHU,DEF,22,2.7
Kilman,WHU,DEF,23,3.1
Kilman,WHU,DEF,24,3.1
Kilman,WHU,DEF,25,2.8
Kilman,WHU,DEF,26,3.1
L.Paquetá,WHU,MID,21,2.7
L.Paquetá,WHU,MID,22,2.9
L.Paquetá,WHU,MID,23,2.8
L.Paquetá,WHU,MID,24,2.9
L.Paquetá,WHU,MID,25,3.0
L.Paquetá,WHU,MID,26,2.6
Van Hecke,BHA,DEF,21,2.7
Van Hecke,BHA,DEF,22,3.0
Van Hecke,BHA,DEF,23,2.7
Van Hecke,BHA,DEF,24,2.8
Van Hecke,BHA,DEF,25,2.8
Van Hecke,BHA,DEF,26,2.9
Burn,NEW,DEF,21,2.7
Burn,NEW,DEF,22,2.7
Burn,NEW,DEF,23,2.7
Burn,NEW,DEF,24,2.6
Burn,NEW,DEF,25,3.1
Burn,NEW,DEF,26,2.7
Gravenberch,LIV,MID,21,2.7
Gravenberch,LIV,MID,22,2.9
Gravenberch,LIV,MID,23,2.9
Gravenberch,LIV,MID,24,2.7
Gravenberch,LIV,MID,25,2.9
Gravenberch,LIV,MID,26,2.7
Castagne,FUL,DEF,21,2.7
Castagne,FUL,DEF,22,2.6
Castagne,FUL,DEF,23,2.5
Castagne,FUL,DEF,24,2.9
Castagne,FUL,DEF,25,2.6
Castagne,FUL,DEF,26,2.6
Wan-Bissaka,WHU,DEF,21,2.7
Wan-Bissaka,WHU,DEF,22,2.7
Wan-Bissaka,WHU,DEF,23,3.1
Wan-Bissaka,WHU,DEF,24,3.1
Wan-Bissaka,WHU,DEF,25,2.7
Wan-Bissaka,WHU,DEF,26,3.1
Colwill,CHE,DEF,21,2.7
Colwill,CHE,DEF,22,2.7
Colwill,CHE,DEF,23,3.1
Colwill,CHE,DEF,24,2.6
Colwill,CHE,DEF,25,2.8
Colwill,CHE,DEF,26,3.0
Ndiaye,EVE,FWD,21,2.7
Ndiaye,EVE,FWD,22,2.6
Ndiaye,EVE,FWD,23,2.5
Ndiaye,EVE,FWD,24,3.0
Ndiaye,EVE,FWD,25,2.6
Ndiaye,EVE,FWD,26,2.7
Cunha,WOL,FWD,21,2.7
Cunha,WOL,FWD,22,2.7
Cunha,WOL,FWD,23,2.9
Cunha,WOL,FWD,24,3.4
Cunha,WOL,FWD,25,2.5
Cunha,WOL,FWD,26,2.7
Reguilón,TOT,DEF,21,2.7
Reguilón,TOT,DEF,22,2.5
Reguilón,TOT,DEF,23,2.6
Reguilón,TOT,DEF,24,2.9
Reguilón,TOT,DEF,25,2.3
Reguilón,TOT,DEF,26,2.5
Guéhi,CRY,DEF,21,2.7
Guéhi,CRY,DEF,22,2.8
Guéhi,CRY,DEF,23,2.5
Guéhi,CRY,DEF,24,2.8
Guéhi,CRY,DEF,25,2.4
Guéhi,CRY,DEF,26,2.8
Kristiansen,LEI,DEF,21,2.7
Kristiansen,LEI,DEF,22,2.7
Kristiansen,LEI,DEF,23,3.2
Kristiansen,LEI,DEF,24,2.7
Kristiansen,LEI,DEF,25,2.7
Kristiansen,LEI,DEF,26,2.7
March,BHA,MID,21,2.7
March,BHA,MID,22,2.7
March,BHA,MID,23,2.8
March,BHA,MID,24,2.5
March,BHA,MID,25,2.6
March,BHA,MID,26,3.2
Bassey,FUL,DEF,21,2.7
Bassey,FUL,DEF,22,2.5
Bassey,FUL,DEF,23,2.4
Bassey,FUL,DEF,24,2.9
Bassey,FUL,DEF,25,2.4
Bassey,FUL,DEF,26,2.4
Mac Allister,LIV,MID,21,2.7
Mac Allister,LIV,MID,22,2.9
Mac Allister,LIV,MID,23,3.2
Mac Allister,LIV,MID,24,2.6
Mac Allister,LIV,MID,25,3.3
Mac Allister,LIV,MID,26,2.6
Kluivert,BOU,MID,21,2.7
Kluivert,BOU,MID,22,2.6
Kluivert,BOU,MID,23,2.5
Kluivert,BOU,MID,24,2.3
Kluivert,BOU,MID,25,3.5
Kluivert,BOU,MID,26,2.6
Son,TOT,MID,21,2.7
Son,TOT,MID,22,3.1
Son,TOT,MID,23,4.9
Son,TOT,MID,24,3.5
Son,TOT,MID,25,3.8
Son,TOT,MID,26,3.4
Caicedo,CHE,MID,21,2.7
Caicedo,CHE,MID,22,2.7
Caicedo,CHE,MID,23,2.5
Caicedo,CHE,MID,24,2.7
Caicedo,CHE,MID,25,2.6
Caicedo,CHE,MID,26,2.6
Alex Moreno,NFO,DEF,21,2.6
Alex Moreno,NFO,DEF,22,2.4
Alex Moreno,NFO,DEF,23,2.4
Alex Moreno,NFO,DEF,24,2.5
Alex Moreno,NFO,DEF,25,2.6
Alex Moreno,NFO,DEF,26,2.8
Wharton,CRY,MID,21,2.6
Wharton,CRY,MID,22,2.6
Wharton,CRY,MID,23,2.7
Wharton,CRY,MID,24,2.5
Wharton,CRY,MID,25,2.7
Wharton,CRY,MID,26,2.5
Calvert-Lewin,EVE,FWD,21,2.6
Calvert-Lewin,EVE,FWD,22,2.6
Calvert-Lewin,EVE,FWD,23,2.5
Calvert-Lewin,EVE,FWD,24,3.0
Calvert-Lewin,EVE,FWD,25,2.6
Calvert-Lewin,EVE,FWD,26,2.6
Martinelli,ARS,MID,21,2.6
Martinelli,ARS,MID,22,2.7
Martinelli,ARS,MID,23,2.6
Martinelli,ARS,MID,24,2.4
Martinelli,ARS,MID,25,2.7
Martinelli,ARS,MID,26,2.8
A.Doucoure,EVE,MID,21,2.6
A.Doucoure,EVE,MID,22,2.6
A.Doucoure,EVE,MID,23,2.4
A.Doucoure,EVE,MID,24,2.9
A.Doucoure,EVE,MID,25,2.5
A.Doucoure,EVE,MID,26,2.6
James,CHE,DEF,21,2.6
James,CHE,DEF,22,2.6
James,CHE,DEF,23,2.9
James,CHE,DEF,24,2.6
James,CHE,DEF,25,2.6
James,CHE,DEF,26,2.8
Rogers,AVL,MID,21,2.6
Rogers,AVL,MID,22,2.3
Rogers,AVL,MID,23,3.2
Rogers,AVL,MID,24,2.8
Rogers,AVL,MID,25,3.1
Rogers,AVL,MID,26,2.9
Wood,NFO,FWD,21,2.6
Wood,NFO,FWD,22,3.2
Wood,NFO,FWD,23,2.7
Wood,NFO,FWD,24,3.0
Wood,NFO,FWD,25,2.8
Wood,NFO,FWD,26,2.6
Chiesa,LIV,MID,21,2.6
Chiesa,LIV,MID,22,3.0
Chiesa,LIV,MID,23,3.0
Chiesa,LIV,MID,24,2.5
Chiesa,LIV,MID,25,3.1
Chiesa,LIV,MID,26,2.5
Botman,NEW,DEF,21,2.6
Botman,NEW,DEF,22,2.6
Botman,NEW,DEF,23,2.5
Botman,NEW,DEF,24,2.5
Botman,NEW,DEF,25,3.0
Botman,NEW,DEF,26,2.6
Spence,TOT,DEF,21,2.6
Spence,TOT,DEF,22,2.3
Spence,TOT,DEF,23,2.4
Spence,TOT,DEF,24,2.7
Spence,TOT,DEF,25,2.2
Spence,TOT,DEF,26,2.3
Trossard,ARS,MID,21,2.6
Trossard,ARS,MID,22,2.7
Trossard,ARS,MID,23,2.4
Trossard,ARS,MID,24,2.3
Trossard,ARS,MID,25,2.5
Trossard,ARS,MID,26,2.8
Aarons,BOU,DEF,21,2.6
Aarons,BOU,DEF,22,2.6
Aarons,BOU,DEF,23,2.2
Aarons,BOU,DEF,24,2.4
Aarons,BOU,DEF,25,2.3
Aarons,BOU,DEF,26,2.2
Manning,SOU,DEF,21,2.6
Manning,SOU,DEF,22,2.5
Manning,SOU,DEF,23,2.5
Manning,SOU,DEF,24,2.4
Manning,SOU,DEF,25,2.5
Manning,SOU,DEF,26,2.4
Gündogan,MCI,MID,21,2.6
Gündogan,MCI,MID,22,2.5
Gündogan,MCI,MID,23,2.4
Gündogan,MCI,MID,24,2.0
Gündogan,MCI,MID,25,2.4
Gündogan,MCI,MID,26,2.3
Solanke,TOT,FWD,21,2.6
Solanke,TOT,FWD,22,3.2
Solanke,TOT,FWD,23,3.8
Solanke,TOT,FWD,24,3.1
Solanke,TOT,FWD,25,3.4
Solanke,TOT,FWD,26,3.2
Casemiro,MUN,MID,21,2.6
Casemiro,MUN,MID,22,2.5
Casemiro,MUN,MID,23,2.4
Casemiro,MUN,MID,24,2.5
Casemiro,MUN,MID,25,2.5
Casemiro,MUN,MID,26,2.4
Madueke,CHE,MID,21,2.6
Madueke,CHE,MID,22,2.7
Madueke,CHE,MID,23,2.3
Madueke,CHE,MID,24,2.7
Madueke,CHE,MID,25,2.5
Madueke,CHE,MID,26,2.4
Chadi Riad,CRY,DEF,21,2.6
Chadi Riad,CRY,DEF,22,2.7
Chadi Riad,CRY,DEF,23,2.5
Chadi Riad,CRY,DEF,24,2.7
Chadi Riad,CRY,DEF,25,2.4
Chadi Riad,CRY,DEF,26,2.7
Holding,CRY,DEF,21,2.6
Holding,CRY,DEF,22,2.7
Holding,CRY,DEF,23,2.5
Holding,CRY,DEF,24,2.7
Holding,CRY,DEF,25,2.4
Holding,CRY,DEF,26,2.7
Tierney,ARS,DEF,21,2.6
Tierney,ARS,DEF,22,2.5
Tierney,ARS,DEF,23,2.7
Tierney,ARS,DEF,24,2.6
Tierney,ARS,DEF,25,2.6
Tierney,ARS,DEF,26,2.6
De Ligt,MUN,DEF,21,2.6
De Ligt,MUN,DEF,22,2.7
De Ligt,MUN,DEF,23,2.9
De Ligt,MUN,DEF,24,2.6
De Ligt,MUN,DEF,25,3.2
De Ligt,MUN,DEF,26,2.7
Dawson,WOL,DEF,21,2.6
Dawson,WOL,DEF,22,2.6
Dawson,WOL,DEF,23,2.3
Dawson,WOL,DEF,24,2.2
Dawson,WOL,DEF,25,2.6
Dawson,WOL,DEF,26,2.3
Adama,FUL,MID,21,2.6
Adama,FUL,MID,22,2.5
Adama,FUL,MID,23,2.3
Adama,FUL,MID,24,2.1
Adama,FUL,MID,25,2.4
Adama,FUL,MID,26,2.3
Sessegnon,FUL,DEF,21,2.6
Sessegnon,FUL,DEF,22,2.4
Sessegnon,FUL,DEF,23,2.3
Sessegnon,FUL,DEF,24,2.8
Sessegnon,FUL,DEF,25,2.4
Sessegnon,FUL,DEF,26,2.3
Kulusevski,TOT,MID,21,2.6
Kulusevski,TOT,MID,22,2.9
Kulusevski,TOT,MID,23,3.4
Kulusevski,TOT,MID,24,3.1
Kulusevski,TOT,MID,25,2.9
Kulusevski,TOT,MID,26,3.0
O'Brien,EVE,DEF,21,2.6
O'Brien,EVE,DEF,22,2.6
O'Brien,EVE,DEF,23,2.7
O'Brien,EVE,DEF,24,2.7
O'Brien,EVE,DEF,25,2.7
O'Brien,EVE,DEF,26,2.5
Diop,FUL,DEF,21,2.6
Diop,FUL,DEF,22,2.4
Diop,FUL,DEF,23,2.2
Diop,FUL,DEF,24,2.8
Diop,FUL,DEF,25,2.2
Diop,FUL,DEF,26,2.2
Omobamidele,NFO,DEF,21,2.6
Omobamidele,NFO,DEF,22,2.3
Omobamidele,NFO,DEF,23,2.5
Omobamidele,NFO,DEF,24,2.4
Omobamidele,NFO,DEF,25,2.6
Omobamidele,NFO,DEF,26,2.8
Mazraoui,MUN,DEF,21,2.6
Mazraoui,MUN,DEF,22,2.7
Mazraoui,MUN,DEF,23,2.8
Mazraoui,MUN,DEF,24,2.6
Mazraoui,MUN,DEF,25,3.0
Mazraoui,MUN,DEF,26,2.6
Justin,LEI,DEF,21,2.6
Justin,LEI,DEF,22,2.6
Justin,LEI,DEF,23,3.0
Justin,LEI,DEF,24,2.6
Justin,LEI,DEF,25,2.7
Justin,LEI,DEF,26,2.6
Semenyo,BOU,MID,21,2.6
Semenyo,BOU,MID,22,2.6
Semenyo,BOU,MID,23,3.1
Semenyo,BOU,MID,24,2.9
Semenyo,BOU,MID,25,3.1
Semenyo,BOU,MID,26,3.3
Schär,NEW,DEF,21,2.6
Schär,NEW,DEF,22,2.6
Schär,NEW,DEF,23,2.6
Schär,NEW,DEF,24,2.5
Schär,NEW,DEF,25,3.0
Schär,NEW,DEF,26,2.5
Lewis-Potter,BRE,MID,21,2.6
Lewis-Potter,BRE,MID,22,2.6
Lewis-Potter,BRE,MID,23,2.7
Lewis-Potter,BRE,MID,24,2.7
Lewis-Potter,BRE,MID,25,2.8
Lewis-Potter,BRE,MID,26,2.8
Mykolenko,EVE,DEF,21,2.5
Mykolenko,EVE,DEF,22,2.6
Mykolenko,EVE,DEF,23,2.7
Mykolenko,EVE,DEF,24,2.6
Mykolenko,EVE,DEF,25,2.7
Mykolenko,EVE,DEF,26,2.5
Dunk,BHA,DEF,21,2.5
Dunk,BHA,DEF,22,2.8
Dunk,BHA,DEF,23,2.4
Dunk,BHA,DEF,24,2.6
Dunk,BHA,DEF,25,2.6
Dunk,BHA,DEF,26,2.6
Doherty,WOL,DEF,21,2.5
Doherty,WOL,DEF,22,2.5
Doherty,WOL,DEF,23,2.1
Doherty,WOL,DEF,24,2.1
Doherty,WOL,DEF,25,2.5
Doherty,WOL,DEF,26,2.2
Bednarek,SOU,DEF,21,2.5
Bednarek,SOU,DEF,22,2.4
Bednarek,SOU,DEF,23,2.4
Bednarek,SOU,DEF,24,2.3
Bednarek,SOU,DEF,25,2.4
Bednarek,SOU,DEF,26,2.3
Rashford,MUN,MID,21,2.5
Rashford,MUN,MID,22,2.4
Rashford,MUN,MID,23,2.2
Rashford,MUN,MID,24,2.4
Rashford,MUN,MID,25,2.3
Rashford,MUN,MID,26,2.2
Disasi,CHE,DEF,21,2.5
Disasi,CHE,DEF,22,2.5
Disasi,CHE,DEF,23,2.9
Disasi,CHE,DEF,24,2.5
Disasi,CHE,DEF,25,2.6
Disasi,CHE,DEF,26,2.8
Christie,BOU,MID,21,2.5
Christie,BOU,MID,22,2.5
Christie,BOU,MID,23,2.8
Christie,BOU,MID,24,2.6
Christie,BOU,MID,25,3.1
Christie,BOU,MID,26,2.9
J.Cuenca,FUL,DEF,21,2.5
J.Cuenca,FUL,DEF,22,2.4
J.Cuenca,FUL,DEF,23,2.2
J.Cuenca,FUL,DEF,24,2.7
J.Cuenca,FUL,DEF,25,2.3
J.Cuenca,FUL,DEF,26,2.2
Sugawara,SOU,DEF,21,2.5
Sugawara,SOU,DEF,22,2.4
Sugawara,SOU,DEF,23,2.4
Sugawara,SOU,DEF,24,2.3
Sugawara,SOU,DEF,25,2.4
Sugawara,SOU,DEF,26,2.3
Gusto,CHE,DEF,21,2.5
Gusto,CHE,DEF,22,2.5
Gusto,CHE,DEF,23,2.9
Gusto,CHE,DEF,24,2.5
Gusto,CHE,DEF,25,2.6
Gusto,CHE,DEF,26,2.8
Hudson-Odoi,NFO,MID,21,2.5
Hudson-Odoi,NFO,MID,22,2.7
Hudson-Odoi,NFO,MID,23,2.5
Hudson-Odoi,NFO,MID,24,2.6
Hudson-Odoi,NFO,MID,25,2.6
Hudson-Odoi,NFO,MID,26,2.5
Tsimikas,LIV,DEF,21,2.5
Tsimikas,LIV,DEF,22,2.9
Tsimikas,LIV,DEF,23,2.6
Tsimikas,LIV,DEF,24,2.5
Tsimikas,LIV,DEF,25,2.7
Tsimikas,LIV,DEF,26,2.9
Cucurella,CHE,DEF,21,2.5
Cucurella,CHE,DEF,22,2.5
Cucurella,CHE,DEF,23,2.8
Cucurella,CHE,DEF,24,2.5
Cucurella,CHE,DEF,25,2.5
Cucurella,CHE,DEF,26,2.7
Alleyne,MCI,DEF,21,2.5
Alleyne,MCI,DEF,22,2.1
Alleyne,MCI,DEF,23,2.2
Alleyne,MCI,DEF,24,2.5
Alleyne,MCI,DEF,25,2.2
Alleyne,MCI,DEF,26,2.3
Joelinton,NEW,MID,21,2.5
Joelinton,NEW,MID,22,2.4
Joelinton,NEW,MID,23,2.7
Joelinton,NEW,MID,24,2.3
Joelinton,NEW,MID,25,2.2
Joelinton,NEW,MID,26,2.4
Morato,NFO,DEF,21,2.5
Morato,NFO,DEF,22,2.2
Morato,NFO,DEF,23,2.4
Morato,NFO,DEF,24,2.3
Morato,NFO,DEF,25,2.5
Morato,NFO,DEF,26,2.7
Mings,AVL,DEF,21,2.5
Mings,AVL,DEF,22,2.8
Mings,AVL,DEF,23,2.6
Mings,AVL,DEF,24,2.7
Mings,AVL,DEF,25,2.5
Mings,AVL,DEF,26,2.6
Janelt,BRE,MID,21,2.5
Janelt,BRE,MID,22,2.5
Janelt,BRE,MID,23,2.5
Janelt,BRE,MID,24,2.6
Janelt,BRE,MID,25,2.6
Janelt,BRE,MID,26,2.6
Luis Díaz,LIV,MID,21,2.5
Luis Díaz,LIV,MID,22,2.8
Luis Díaz,LIV,MID,23,2.8
Luis Díaz,LIV,MID,24,2.4
Luis Díaz,LIV,MID,25,2.8
Luis Díaz,LIV,MID,26,2.4
Neto,CHE,MID,21,2.5
Neto,CHE,MID,22,2.6
Neto,CHE,MID,23,2.0
Neto,CHE,MID,24,2.6
Neto,CHE,MID,25,2.1
Neto,CHE,MID,26,2.0
Thomas,ARS,MID,21,2.5
Thomas,ARS,MID,22,2.5
Thomas,ARS,MID,23,2.5
Thomas,ARS,MID,24,2.4
Thomas,ARS,MID,25,2.5
Thomas,ARS,MID,26,2.6
Wilson-Esbrand,MCI,DEF,21,2.5
Wilson-Esbrand,MCI,DEF,22,2.0
Wilson-Esbrand,MCI,DEF,23,2.1
Wilson-Esbrand,MCI,DEF,24,2.4
Wilson-Esbrand,MCI,DEF,25,2.1
Wilson-Esbrand,MCI,DEF,26,2.3
Meupiyou,WOL,DEF,21,2.5
Meupiyou,WOL,DEF,22,2.4
Meupiyou,WOL,DEF,23,2.1
Meupiyou,WOL,DEF,24,2.0
Meupiyou,WOL,DEF,25,2.5
Meupiyou,WOL,DEF,26,2.1
Pedro Lima,WOL,DEF,21,2.5
Pedro Lima,WOL,DEF,22,2.4
Pedro Lima,WOL,DEF,23,2.1
Pedro Lima,WOL,DEF,24,2.0
Pedro Lima,WOL,DEF,25,2.5
Pedro Lima,WOL,DEF,26,2.1
El Khannouss,LEI,MID,21,2.5
El Khannouss,LEI,MID,22,2.4
El Khannouss,LEI,MID,23,2.3
El Khannouss,LEI,MID,24,2.2
El Khannouss,LEI,MID,25,2.2
El Khannouss,LEI,MID,26,2.5
Shaw,MUN,DEF,21,2.5
Shaw,MUN,DEF,22,2.6
Shaw,MUN,DEF,23,2.7
Shaw,MUN,DEF,24,2.5
Shaw,MUN,DEF,25,3.0
Shaw,MUN,DEF,26,2.5
Konaté,LIV,DEF,21,2.5
Konaté,LIV,DEF,22,2.8
Konaté,LIV,DEF,23,2.4
Konaté,LIV,DEF,24,2.4
Konaté,LIV,DEF,25,2.5
Konaté,LIV,DEF,26,2.8
Morsy,IPS,MID,21,2.5
Morsy,IPS,MID,22,2.3
Morsy,IPS,MID,23,2.1
Morsy,IPS,MID,24,2.6
Morsy,IPS,MID,25,2.2
Morsy,IPS,MID,26,2.4
Harrison,EVE,MID,21,2.5
Harrison,EVE,MID,22,2.4
Harrison,EVE,MID,23,2.2
Harrison,EVE,MID,24,2.8
Harrison,EVE,MID,25,2.3
Harrison,EVE,MID,26,2.4
M.Fernandes,SOU,MID,21,2.5
M.Fernandes,SOU,MID,22,2.3
M.Fernandes,SOU,MID,23,2.4
M.Fernandes,SOU,MID,24,2.4
M.Fernandes,SOU,MID,25,2.5
M.Fernandes,SOU,MID,26,2.5
Smith Rowe,FUL,MID,21,2.5
Smith Rowe,FUL,MID,22,2.5
Smith Rowe,FUL,MID,23,2.3
Smith Rowe,FUL,MID,24,2.2
Smith Rowe,FUL,MID,25,2.3
Smith Rowe,FUL,MID,26,2.3
Mainoo,MUN,MID,21,2.5
Mainoo,MUN,MID,22,2.3
Mainoo,MUN,MID,23,2.2
Mainoo,MUN,MID,24,2.3
Mainoo,MUN,MID,25,2.3
Mainoo,MUN,MID,26,2.2
Young,EVE,DEF,21,2.5
Young,EVE,DEF,22,2.5
Young,EVE,DEF,23,2.6
Young,EVE,DEF,24,2.6
Young,EVE,DEF,25,2.7
Young,EVE,DEF,26,2.4
Harris,BOU,DEF,21,2.5
Harris,BOU,DEF,22,2.5
Harris,BOU,DEF,23,2.1
Harris,BOU,DEF,24,2.3
Harris,BOU,DEF,25,2.1
Harris,BOU,DEF,26,2.1
King,TOT,DEF,21,2.5
King,TOT,DEF,22,2.1
King,TOT,DEF,23,2.1
King,TOT,DEF,24,2.5
King,TOT,DEF,25,2.0
King,TOT,DEF,26,2.0
Matheus N.,MCI,MID,21,2.4
Matheus N.,MCI,MID,22,2.4
Matheus N.,MCI,MID,23,2.1
Matheus N.,MCI,MID,24,2.0
Matheus N.,MCI,MID,25,2.2
Matheus N.,MCI,MID,26,2.1
Martinez,MUN,DEF,21,2.4
Martinez,MUN,DEF,22,2.6
Martinez,MUN,DEF,23,2.7
Martinez,MUN,DEF,24,2.5
Martinez,MUN,DEF,25,3.0
Martinez,MUN,DEF,26,2.5
Hardy,TOT,DEF,21,2.4
Hardy,TOT,DEF,22,2.0
Hardy,TOT,DEF,23,2.1
Hardy,TOT,DEF,24,2.5
Hardy,TOT,DEF,25,2.0
Hardy,TOT,DEF,26,2.0
Livramento,NEW,DEF,21,2.4
Livramento,NEW,DEF,22,2.5
Livramento,NEW,DEF,23,2.5
Livramento,NEW,DEF,24,2.4
Livramento,NEW,DEF,25,2.9
Livramento,NEW,DEF,26,2.4
Dorrington,TOT,DEF,21,2.4
Dorrington,TOT,DEF,22,2.0
Dorrington,TOT,DEF,23,2.1
Dorrington,TOT,DEF,24,2.5
Dorrington,TOT,DEF,25,2.0
Dorrington,TOT,DEF,26,2.0
Kinsey,BOU,DEF,21,2.4
Kinsey,BOU,DEF,22,2.5
Kinsey,BOU,DEF,23,2.0
Kinsey,BOU,DEF,24,2.3
Kinsey,BOU,DEF,25,2.1
Kinsey,BOU,DEF,26,2.1
Simpson-Pusey,MCI,DEF,21,2.4
Simpson-Pusey,MCI,DEF,22,2.0
Simpson-Pusey,MCI,DEF,23,2.1
Simpson-Pusey,MCI,DEF,24,2.4
Simpson-Pusey,MCI,DEF,25,2.1
Simpson-Pusey,MCI,DEF,26,2.2
Elanga,NFO,MID,21,2.4
Elanga,NFO,MID,22,2.7
Elanga,NFO,MID,23,2.4
Elanga,NFO,MID,24,2.7
Elanga,NFO,MID,25,2.5
Elanga,NFO,MID,26,2.4
Zirkzee,MUN,FWD,21,2.4
